[2026-07-23 19:56:11.039] [INFO] === INITIATING ECU WRITE TASK: type=calibration, auto_backup=False, dry_run=False ===
[2026-07-23 19:56:11.039] [INFO] Pre-Write Validation: Real-time System Voltage Vbat = 12.60V
[2026-07-23 19:56:11.040] [INFO] Loaded standard binary file (Read-Only): /Users/ferdyvalentino/Downloads/VARIO 125 - K60A-B01-11000 1.bin (393216 bytes)
[2026-07-23 19:56:11.040] [INFO] Raw Source File on Disk: CRC32=E67E9215, MD5=56ff0b13424c38ff3ff35847e5114bf2, Size=393216 bytes
[2026-07-23 19:56:11.042] [INFO] Prepared Transmission Copy Buffer (Honda Checksum Embedded): CRC32=84A38FCA, MD5=78ba5f324362028de413ff7d54abe8d2, Size=393216 bytes
[2026-07-23 19:56:11.042] [INFO] Handshake 0x7D [Init Mode Step 1] | TX: 7D010100 | RX: 7E0100
[2026-07-23 19:56:32.748] [INFO] Block Write 746/3072 | TX: 7E01061748FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF17507FBA | RX: 7E0100
[2026-07-23 19:56:32.748] [INFO] Block Write 934/3072 | TX: 7E01061D28AF8044EFB0804407A8804457B480445FB5804467B68040067F0000008007E100E457AD80E45F118020EE8000E4670982EA59BB05800710018457B7806152930DA457B580015A445FB68041524457B580A457B5806352831D0152015A01624407AE804407A98044EFAB8044EFAF8044EFB0804407A8804457B480445FB58044671D30C9E2 | RX: 7E0100
[2026-07-23 19:56:32.760] [INFO] Block Write 747/3072 | TX: 7E01061750FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF17587FAA | RX: 7E0100
[2026-07-23 19:56:32.760] [INFO] Block Write 935/3072 | TX: 7E01061D30B68080072401A4470983073A260669A10100290662A1010080FF0427A45FB5804457AF80E4670982E059BB050050D5058B005F5A8B000B500A58C25A0A3A2D06F8890100CB69C2522D77010020E6FF006477B9802F06048A0100CA792F8701006487BD800E300C40104880FF1628A48FAF804457B0808A00EA8F2202878AFC891D38D19F | RX: 7E0100
[2026-07-23 19:56:32.771] [INFO] Block Write 748/3072 | TX: 7E01061758FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF17607F9A | RX: 7E0100
[2026-07-23 19:56:32.771] [INFO] Block Write 936/3072 | TX: 7E01061D38A3051C888457B7809100448FAB804152FD894457B6808B4D0152015A01624407AE804407A98044EFAB8044EFAF8044EFB0804407A8804457B480445FB5804467B680A53540560200EA5F35A1EB61B305BF07E8FE40560200E45FB380EA6F33A1CC00CD59EB61BE05BF07D0FE0152015A0162016A01724407AE804407A98044EF1D40C863 | RX: 7E0100
[2026-07-23 19:56:32.783] [INFO] Block Write 749/3072 | TX: 7E01061760FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF17687F8A | RX: 7E0100
[2026-07-23 19:56:32.783] [INFO] Block Write 937/3072 | TX: 7E01061D40AB8044EFAF8044EFB0804407A8804457B480445FB5804467B680446FAE804477A9804407AB804006FF0000008007210040560200AA5F99A9615AC2054407C680D565A4571583E051C20580FFC600E55DA457C780E051AAFD84572183A45F0983EA59E9050A608C008B00AB61E5058B000A608C00AC590B606362B9054457CE801D48C8BC | RX: 7E0100
[2026-07-23 19:56:32.794] [INFO] Block Write 938/3072 | TX: 7E01061D4840560200845FCF808A6715A2406E0200AD7713A2EC59847FD380970DEB71D605627AE1050078C505017AA5050078E079447FD280FA1540560200E45F0982EA6711A2EC59A905E50D8457C980015A445FC980E051DA0D01524407D6804457C880F5054407C9804407C8804407D680405602008A5F13A2445FCD804407C68044071D50CB32 | RX: 7E0100
[2026-07-23 19:56:32.794] [INFO] Block Write 750/3072 | TX: 7E01061768FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF17707F7A | RX: 7E0100
[2026-07-23 19:56:32.805] [INFO] Block Write 751/3072 | TX: 7E01061770FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF17787F6A | RX: 7E0100
[2026-07-23 19:56:32.805] [INFO] Block Write 939/3072 | TX: 7E01061D50CA804407CB804407CC8040063F00000040560200E45F098240660200EA6F17A2EC7719A2ED59A47FD380960DEB71D705627AE1050078C505017AA505007840560200E45F0982EA671FA2406E0200ED7721A2EC59447FD380A487D580960DEB71D7056282E1050080C5050182A505008040560200E45F0982EA671BA2406E02001D58CDC2 | RX: 7E0100
[2026-07-23 19:56:32.817] [INFO] Block Write 752/3072 | TX: 7E01061778FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF17807F5A | RX: 7E0100
[2026-07-23 19:56:32.817] [INFO] Block Write 940/3072 | TX: 7E01061D58ED771DA2EC594487D580848FD580960DEB71D705628AE1050088C505018AA5050088A457CD80448FD480A45FCB80E0518467CD80846FCB80AB5D6182B235618AC20D00504457C6804457CA804457CC804457CB808007F80040560200EA6729A2016A8B006467D080EB67A000CC002C70CE004D71415ACE008B006F5A445FCB801D60C5BA | RX: 7E0100
[2026-07-23 19:56:32.828] [INFO] Block Write 941/3072 | TX: 7E01061D604477C680FB0540560200AA6723A2EC59B1054407CB8000504457CA804457CC80E55540560200EA5F2BA2016A8C00645FD080EC5FA000CB002B70CE004D714162CE008C006F624467CC804477C680FB05405602008A5F25A2EB61B1054407CC8000504457CA804457CB809535617AB20D00504457C6804457CA804457CC8044571D68CB55 | RX: 7E0100
[2026-07-23 19:56:32.828] [INFO] Block Write 753/3072 | TX: 7E01061780FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF17887F4A | RX: 7E0100
[2026-07-23 19:56:32.840] [INFO] Block Write 942/3072 | TX: 7E01061D68CB80D52540560200EA5F27A201628D00645FD080ED5FA000CB002B70CE004C71416ACE008D006F6A446FCA804477C680FB05405602008A5F23A2EB69B1054407CA8000504457CC804457CB807F00000080072100E4470982083A260638A20100290648A2010080FF52256457DC80E4470982083A26065EA2010029066EA201001D70D28E | RX: 7E0100
[2026-07-23 19:56:32.840] [INFO] Block Write 754/3072 | TX: 7E01061788FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF17907F3A | RX: 7E0100
[2026-07-23 19:56:32.851] [INFO] Block Write 943/3072 | TX: 7E01061D7080FF3825405E02006457DA80E467DD80EB6F59A2E4771180CC69EC71E47F09828487D980960DEE69D7056282E1050080C5050182A5050080405602004487D880E45FDB80EA6737A2A46FD980CB61EB71960DEE61D705626AE1050068C505016AA505006840560200446FD980EA5F5BA240660200CF00EC6F5DA2EB798477DF801D78C4CA | RX: 7E0100
[2026-07-23 19:56:32.851] [INFO] Block Write 755/3072 | TX: 7E01061790FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF17987F2A | RX: 7E0100
[2026-07-23 19:56:32.863] [INFO] Block Write 944/3072 | TX: 7E01061D78960DEF69D7056272E1050070C5050172A5050070A457D9804477DE80E051C2054407DF80E50D6172D20501524457DF80850D8457D9806152E107045B445FDF8040560200405E0200EA672FA2EB6F31A2A477E180EC79970DEF69D6056272E1050070C5050172A5050070405602004477E180EA5F33A240660200EC6F35A2A4771D80CA35 | RX: 7E0100
[2026-07-23 19:56:32.863] [INFO] Block Write 756/3072 | TX: 7E01061798FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF17A07F1A | RX: 7E0100
[2026-07-23 19:56:32.874] [INFO] Block Write 945/3072 | TX: 7E01061D80E380EB79970DEF69D6056272E1050070C5050172A5050070A457E1804477E3806152E107045BE071E10714636152445FE0804467E280E2054407D1814407E480E50DE071AAFDA457DF806152EAF5A457D780E051AAF501524457D18140063F0040560200E45F098240660200EA6F89A2EC778BA2ED59A47FEB80960DEB71D7051D88C2F7 | RX: 7E0100
[2026-07-23 19:56:32.874] [INFO] Block Write 757/3072 | TX: 7E010617A0FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF17A87F0A | RX: 7E0100
[2026-07-23 19:56:32.886] [INFO] Block Write 946/3072 | TX: 7E01061D88627AE1050078C505017AA5050078E079447FEB80D23D40560200EA678DA2406E0200ED778FA2847FED80EC59960DEB71D705627AE1050078C505017AA5050078E079447FEC80822540560200EA6791A2406E0200ED7793A2A47FED80EC59960DEB71D705627AE1050078C505017AA5050078E079447FED80E107145342528A001D90C80E | RX: 7E0100
[2026-07-23 19:56:32.886] [INFO] Block Write 758/3072 | TX: 7E010617A8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF17B07EFA | RX: 7E0100
[2026-07-23 19:56:32.897] [INFO] Block Write 759/3072 | TX: 7E010617B0FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF17B87EEA | RX: 7E0100
[2026-07-23 19:56:32.898] [INFO] Block Write 947/3072 | TX: 7E01061D904457E980850D01524457E980C50500504457E9802B067EA20100CA598467EF808B6F0100A477E580446FE880ED61A47FE780E10716834477E6809000F0714487E580FA050050445733824457E780E515405602008F00417A8F00447FE7808A5F83A2EB79F10501524407E78044573382D505440733824477E5807F008007E1301D98C88F | RX: 7E0100
[2026-07-23 19:56:32.908] [INFO] Block Write 760/3072 | TX: 7E010617B8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF17C07EDA | RX: 7E0100
[2026-07-23 19:56:32.909] [INFO] Block Write 948/3072 | TX: 7E01061D98A457158300E8E051C205015280076404A457FB82E051AAFDA457C783E051EAF5A457C780E051AAF5A45759826152C2051D5080073E04845753826152BA058007200484579B81440752826152FA05E4579D8144079A8164576E8124E6A88280FFFE04A457EF806152B205800734038457E5803B06FFFF0000E0519A4D405602001DA0C628 | RX: 7E0100
[2026-07-23 19:56:32.920] [INFO] Block Write 761/3072 | TX: 7E010617C0FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF17C87ECA | RX: 7E0100
[2026-07-23 19:56:32.921] [INFO] Block Write 949/3072 | TX: 7E01061DA0E45F2182EA679FA2EC59B93DA4579981615292358457FB8161529A3D40560200E45F3D81EA67A1A2CC59FB59A3051B588457DD81E051B32D66529B2D8A00C1520262DC51AC51EA6F0100ED59C105645FF480D505EA5701006457F480E457FB80E45FF580EB51B11501524407FA814457E480D50D01524407FA814457E480F5051DA8C241 | RX: 7E0100
[2026-07-23 19:56:32.932] [INFO] Block Write 762/3072 | TX: 7E010617C8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF17D07EBA | RX: 7E0100
[2026-07-23 19:56:32.932] [INFO] Block Write 950/3072 | TX: 7E01061DA80152015A4457FA81445FE480A457E9802B06A2A20100CA598467F7808B6F0100446FF88061623A06FFFF00008245E4573D81015A0162E069446FF9806457FA80445FF6804467F780D3058D005F6A446FF980A457F980E051B305800708018457F9804457F98080FFFA04A45FE580E0599215E457FB80E45F0781EB51CB0564071DB0C34E | RX: 7E0100
[2026-07-23 19:56:32.944] [INFO] Block Write 951/3072 | TX: 7E01061DB0FA808575E457FB80CB00AB516457FA80956DE457FB80E45F0581CB51FB51C10564D7FA80F55D6457FA80C55DA45733826152C235A457F980E051D3058A005F524457F980A457F980E051CB4D8457F9804457F98080FF8C04A45FE580E0599215E457FB80E45F0781EB51CB056407FA80953DE457FB80CB00AB516457FA80A5351DB8B9B9 | RX: 7E0100
[2026-07-23 19:56:32.944] [INFO] Block Write 763/3072 | TX: 7E010617D0FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF17D87EAA | RX: 7E0100
[2026-07-23 19:56:32.955] [INFO] Block Write 952/3072 | TX: 7E01061DB8E457FB80E45F0581CB51FB51C10564D7FA80852D6457FA80D525446FF98080FF4204A457E580E0519215E457FB80E45F0381EB51CB056407FA80C515E457FB80CB00AB516457FA80D50DE457FB80E45F0181CB51FB51C10564D7FA80B5056457FA80A457F780E05182154407F7804407348144070A8144074D8144074A8144071DC0BF6D | RX: 7E0100
[2026-07-23 19:56:32.955] [INFO] Block Write 764/3072 | TX: 7E010617D8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF17E07E9A | RX: 7E0100
[2026-07-23 19:56:32.967] [INFO] Block Write 765/3072 | TX: 7E010617E0FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF17E87E8A | RX: 7E0100
[2026-07-23 19:56:32.967] [INFO] Block Write 953/3072 | TX: 7E01061DC0398144070981E53DA457DD81845FDD81EB51B20D4407348144070A8144074D8144074A8144073981A45733826152C20544070981F525845759826252820D405602008A5FF9A2445F0881F50540560200AA5FF9A2445F0881A4570983845F0981EB51EB0D8457DD810A588B00615AAE05F5056652E107065344570981B50544071DC8CF59 | RX: 7E0100
[2026-07-23 19:56:32.978] [INFO] Block Write 954/3072 | TX: 7E01061DC8098140560200AA5FA1A9615AC245A45709816152DA4580FF020580FF1E0880FF3209A45795816152BA3584DFDD8161DA820D40560200EA5F99A2645F5A82F50540560200EA5F97A2645F5A821B508A0001D25F52EAD7C000A45F97819A005A59FA158437DD815F32860080FF6E3680FF120A84579781E051BA0DA4579781015A1DD0C757 | RX: 7E0100
[2026-07-23 19:56:32.978] [INFO] Block Write 766/3072 | TX: 7E010617E8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF17F07E7A | RX: 7E0100
[2026-07-23 19:56:32.989] [INFO] Block Write 767/3072 | TX: 7E010617F0FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF17F87E6A | RX: 7E0100
[2026-07-23 19:56:32.990] [INFO] Block Write 955/3072 | TX: 7E01061DD044DF9881445F96811A514457978144079581E5052A06008000006457DE818457DD810A588B00615ADE0544079981BF0782FC6652BBFD5F5A24DEC0828B000B300BD080FFDE0A8457FB816152C20D1A50C152DB511A58C15ACBE1FC6701006A670000D50D1A50C152DB51245E9C821A60C162CC59EB6F01006A6F0000A457EF801DD8C898 | RX: 7E0100
[2026-07-23 19:56:33.001] [INFO] Block Write 768/3072 | TX: 7E010617F8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF18007F59 | RX: 7E0100
[2026-07-23 19:56:33.001] [INFO] Block Write 956/3072 | TX: 7E01061DD86152D20544079981BF0728FC1A50C152245E8282CA59E467FB80EB6F0100ED61AB0DEB570100015A6457FA80445F9981BF0700FCC1D2DAD9E457FB80FB5F0100EB51D90544079981BF07E8FBFB570100015A6457FA80445F9981BF07D6FBA4573382E051B205BF07DCFB01EABF07C4FB6152AA7540560200845F9B81EA679BA21DE0C144 | RX: 7E0100
[2026-07-23 19:56:33.013] [INFO] Block Write 769/3072 | TX: 7E010618008007E1F700E800E000D8E007600100D065D2C92D1A50C15224CE84850132CAC9BEFFECBB195864571A8C4066020079570000EB6F0100EC7789B5EE69F905A4578F85415244578F85E50584578F85415244578E8584578F856352890DA4578F856352A105B50541D2C5D584578F856352D90D015244071D8844071A8844071C881808CA28 | RX: 7E0100
[2026-07-23 19:56:33.013] [INFO] Block Write 957/3072 | TX: 7E01061DE06467FA80E0594407F1804407F6804407F7804407EF804407348144070A8144074D8144074A8144073981EA0DE4576F81405E0200016264579C81EB6F2FA3646F6E8144679A81A457FB82E051820D40560200EA5F31A3645FDE81C53D8457DD816C52AB354A000D000D0014001B0022002900300014001B002200290030000D001DE8D31F | RX: 7E0100
[2026-07-23 19:56:33.024] [INFO] Block Write 770/3072 | TX: 7E010618086407828344579784D5150452015A0162406E020044571D880172445F1A8844671C888D7FF58D440797844477A186647F828380FFA6EE80FF06EAE0876001DD00015200580AE90060DD00B5352C5701002C6F05002C770900CA59CD592C7F0D00CE592C871100CF592C8F1500D0592C971900D1592C9F1D00D2592C572100D3591810D22D | RX: 7E0100
[2026-07-23 19:56:33.024] [INFO] Block Write 958/3072 | TX: 7E01061DE840560200EA5F25A3645FDE81B52540560200EA5F27A3645FDE81C51D40560200EA5F29A3645FDE81D51540560200EA5F2BA3645FDE81E50D40560200EA5F2DA3645FDE81F50540560200EA5F2FA3645FDE81440799814006FF3000008457598200586252D20D84671182E061AA0D84671782E061EB056152CA05015AA505015A1DF0CBF4 | RX: 7E0100
[2026-07-23 19:56:33.036] [INFO] Block Write 771/3072 | TX: 7E010618102C6F2500CA592C772900CD592C7F2D00CE592C873100CF592C8F3500D0592C973900D1592C9F3D00D259D3590C6640002A06FFFF0500EA61A3CD40560100645F81858A5F0500E059EA0D24578185E051AA05950D2A0601000100405E40FF6B57110195FDDD0002520AE9DD0063EAB205BEFF44BCDD0004520AE9DD0081FF384E1818CFC9 | RX: 7E0100
[2026-07-23 19:56:33.036] [INFO] Block Write 959/3072 | TX: 7E01061DF0615A8457F180820D00504457EF804457F0800A58B52DA45FDF80615AEAF5A45FFB81E059AAF5A45FCD81615AEAED845FE380E059AAEDA45F7D80E059EAE5845F7F80E059AAE5845FE180615A820D015200584457F080445FEF80850DA45FD780E059EAF5015A445FEF8040660200615A846FF3808C779DA2E22D6152440734811DF8BD0D | RX: 7E0100
[2026-07-23 19:56:33.047] [INFO] Block Write 772/3072 | TX: 7E0106181867EAB205BEFF30BCDD0008520AE980FF22CD81FFD63ADD0080FF9CEE6FEAB205BEFF14BCDD0020D610008457058020CEAA001AE9F95120C6AA00DD00D2050030183881FF8A52A4570580F951D2050132183881FF7A521D06E1FFB205BEFFD8BB4056FFFF405EFFFFCAA747604066FFFF406EFFFFCBA74560CCA743604076FFFF1820BE01 | RX: 7E0100
[2026-07-23 19:56:33.047] [INFO] Block Write 960/3072 | TX: 7E01061DF84407F6804407F78044070A8144074D8144074A81440739812A0600800000D20D015A4407FE806457FA804407F1804477F280445FFD80C5150058E069445FFD80EB056457FA80445FF180A50D01524457F180E50501524477F2804457F1807F00845711820058445FFC808467FF806152A46FFD80F21D4056020040660200EA6F1E00CB3B | RX: 7E0100
